,k_on,k_off,k_syn
2310014L17Rik,0.08988982240382533,20.272266841199595,10.101132010466994
2310022A10Rik,483.0769422426848,122.97116405634893,0.34427407760729517
2310022B05Rik,1.5429786688377227,314.96681622066126,1979.492037749801
2310033P09Rik,0.07066994818024433,0.8314707287482388,7.799687949145657
2310035C23Rik,1.2781408546539041,289.48131193391987,149.13714413410065
2310039H08Rik,0.8365576223456842,14.991524453178357,33.50391950334025
2310040G24Rik,0.014684478247862166,20.18334905893005,73.26752327169302
2310047M10Rik,---,---,---
2310057M21Rik,0.5657556267887501,5.350888147483823,9.144547939377548
2310061I04Rik,0.7772943867878924,133.7208159949729,108.01008679128746
2310061J03Rik,0.1433598611245381,36.933797331449604,38.98470692149611
2310067B10Rik,0.4540245446235625,16.435662365491712,8.263110443323372
2310068J16Rik,0.09016151126313582,18.455313407484077,17.550637083353433
2410002F23Rik,0.5192913183853002,5.629278822766438,11.96154702315119
2410004B18Rik,0.31410640752773433,1.242497928452648,3.6240611682743187
2410004N09Rik,0.48191166197612384,18.33735811433811,35.65890460066518
2410004P03Rik,19.69616965314365,36.15332652286107,0.01271547142516543
2410006H16Rik,1.7727268057269705,34.129787048115475,155.43553503255492
2410015M20Rik,1.5948299834738544,239.21453841034733,1547.4038320965253
2410016O06Rik,0.3238304685674492,1.2069964024201076,3.4805918668903892
2410089E03Rik,1.5683369869828474,295.4398962266981,77.3652750204099
2410127L17Rik,0.12001565784322422,3.02258155269641,7.614135427579269
2410131K14Rik,0.30830059409092625,111.69976935664812,136.9684970672573
2500004C02Rik,144.9527939976214,54.52248434803003,0.07172087025522164
2510002D24Rik,0.3949638643485342,13.10377169596955,12.539929306491544
2510003E04Rik,0.549697006626456,2.408348905231623,4.581976402593379
2510009E07Rik,0.3661877256317208,83.86385324958368,153.88659743502956
2510039O18Rik,0.9419426098954473,64.45879066226202,64.18163598348022
2610001J05Rik,2.0079931147877392,204.03638668733942,600.0792279489234
2610002J02Rik,2.0189757813733187,263.5572858696115,227.37623780020974
2610002M06Rik,0.8190876417920596,170.38578260018312,108.02152216775875
2610008E11Rik,0.42321359976837886,47.77335103975114,104.11772051603795
2610015P09Rik,0.3037423331969968,108.9585006520652,89.9811331090324
2610020C07Rik,32.44024328197094,32.540253604495625,0.02769238219017595
2610020H08Rik,0.40115281205634445,18.04982795037544,3.7647092748849675
2610034B18Rik,0.6607296017691564,83.74797422057887,113.3435484213904
2610035D17Rik,0.06624474305229766,20.0823281151799,26.04621868159584
2610203C20Rik,0.6161618041474154,3.804942476866084,14.463484518200783
2610203C22Rik,2.056755771867617,17.955560329050886,0.781875948597427
2610301B20Rik,0.6188330766106857,6.812127512944819,8.88230658128826
2610306M01Rik,0.04903921210941829,0.7731328930102201,1.6448240401095173
2610318N02Rik,0.07986479846982568,9.894137470493032,17.16601666753733
2610507B11Rik,1.2694954262708817,142.00683378031317,241.82094270541643
2610524H06Rik,0.20240409873063914,59.614906562978945,52.8996545801223
2610528A11Rik,0.01449720539035987,23.573507224374566,58.299296204459466
2700029M09Rik,0.7278423585904402,128.68248288523404,218.77918633444358
2700049A03Rik,0.419870897425999,9.469808306400163,7.275679877940073
2700060E02Rik,0.008103107776737934,0.10554383995884777,18.188565591831747
2700062C07Rik,6.4510686630775895,673.1239416622299,75.95835954874383
2700081O15Rik,0.33563915873426475,26.173214024981483,131.8655451142009
2700089E24Rik,5.185770232501069,905.5527549880561,261.875188280014
2700097O09Rik,0.3115209591718313,12.84553514597596,35.70196796995103
2700099C18Rik,0.09781008772760832,2.9833626742188084,11.679461165266474
2810001G20Rik,0.2690148436961497,6.353596524039848,5.904270150263196
2810002D19Rik,0.13074846129235201,0.8801648343038533,3.070379862168866
2810004N23Rik,0.5637832944688743,11.199697931666734,35.159690059967964
2810006K23Rik,0.08716950739758417,1.3591993154732698,4.069422144110722
2810008D09Rik,0.5613836436475197,8.72928217616313,19.70463299715128
2810025M15Rik,1.0561097953254712,180.01854141511254,206.79450762324686
2810032G03Rik,0.5049363870523421,18.59514827746829,2.1952259492093282
2810055G20Rik,75.2007089386104,58.1654651882565,0.04814848983155617
2810403A07Rik,1.0833982915023348,42.45791558132313,34.08322299056359
2810403D21Rik,0.07589751732206047,1.2727477201020359,1.9841160377075124
2810408A11Rik,0.0983892478133554,20.143953953188866,11.97245439077597
2810408I11Rik,0.07094697799371155,3.243577516805673,13.123416485711775
2810408M09Rik,0.5593928771808416,97.65738713769292,130.68593215020664
2810410L24Rik,---,---,---
2810417H13Rik,0.046089368364856595,10.08494404926381,106.50857343794576
2810428I15Rik,0.21204715963272444,1.2410864462621318,6.0585713899709805
2810433D01Rik,0.012755603626467356,17.594311255117205,91.12029343412453
2810474O19Rik,0.2874505043616552,208.44995929973595,757.1330830376407
2900005J15Rik,148.55848887979477,76.37815411259652,0.08256682780013734
2900026A02Rik,0.35788566902998414,7.355920493061567,23.205444000281275
2900041M22Rik,0.012113844278662559,29.014296157131955,32.86341809402721
2900060B14Rik,117.41181977844184,82.99372198800631,0.07492338665530326
2900097C17Rik,25.01013609963625,896.6566177099454,53.94895113718688
3000002C10Rik,388.01230414102207,221.56319919780398,0.2507733074607987
3010026O09Rik,0.47993075651872347,8.659740119024466,2.6597695124142753
3110001I22Rik,0.404566527592836,102.71959283294996,35.73372579017338
3110002H16Rik,0.7408725766564482,93.31844809174045,109.80682991171365
3110009E18Rik,0.5897983824616618,81.33563880888549,30.060257366592616
3110040N11Rik,0.6640276741926889,295.3725401556138,536.104837524431
3110043O21Rik,0.21504965154257505,17.977758559648553,31.954494544514613
3110045C21Rik,0.04731579268732034,5.66159788713724,15.874931849181552
3110052M02Rik,0.5605927897004137,80.3999604728608,47.26598707945435
3110057O12Rik,121.79447110934817,41.023871302682586,0.055190277248486644
3110062M04Rik,0.07396245849691319,20.60966266582408,48.743371834086446
3110070M22Rik,0.08746268248583926,15.904605613160214,31.496006264511532
3110082I17Rik,0.33194645078350815,2.523147816393857,15.605438347864714
3300002I08Rik,0.024074723446290452,2.7159613857075966,5.136005176125368
3632451O06Rik,0.08267615742626146,2.191856564642119,3.0582453223084825
3830406C13Rik,1.1110665306152585,5.2014595738196965,11.582679209280357
3830408C21Rik,0.01200241042985643,30.362121036895925,34.39645917589307
4430402I18Rik,36.277958801412495,29.449630323248357,0.024594301647327815
4632415L05Rik,0.3882656421235647,79.03469700575825,64.83389459381054
4632428N05Rik,0.049979259385733464,1.5864761300663621,3.5708914100181905
4831440E17Rik,10.475073119810979,39.48133764950627,0.021267808364048745
4833418N02Rik,3.524069620425581,17.913179448766897,0.5301778270025862
4833419F23Rik,0.11482843686115564,66.59479929306164,50.72076787741224
4833420G17Rik,0.8818955259211951,31.54780338894881,12.322887178948001
4833427G06Rik,1.3911409222361248,3.121448098285827,1.760513565784673
4833439L19Rik,1.333701261175021,272.3909845570157,422.23216100777177
4921531C22Rik,0.5987012253475227,188.46831143590018,77.17360674346368
4921536K21Rik,0.01431072667313963,24.7776237763479,38.89285461566773
4930402H24Rik,0.6435817735339838,286.11064168751756,151.1179761951408
4930405A21Rik,0.06679950696904693,22.19167267399638,8.999710003246145
4930426L09Rik,0.06330774305407284,0.4091986844351184,1.0515866391180633
4930427A07Rik,0.15363655689826708,11.097700324306315,23.428577875307216
4930429B21Rik,0.9846200638363075,33.816781426048315,10.829580540736218
4930430F08Rik,0.046572820671805924,0.16441010491687216,3.055519392006751
4930432K21Rik,54.64497046298797,33.308681440631474,0.028704154446471862
4930452B06Rik,0.07120385203725493,0.8051739893028871,2.642208364564125
4930453N24Rik,0.38496783528362266,2.83455548153811,10.776105638516452
4930481A15Rik,639.0962769201789,172.15598056070476,0.9066956257374792
4930483J18Rik,0.04263677440928727,23.79805095110324,12.467966472157526
4930486L24Rik,0.026008742664027997,2.4210826269002506,5.055906785835931
4930503L19Rik,1.9239193855214178,336.74712986833305,83.2976176971716
4930513N10Rik,0.007966099844974971,29.121221281221676,131.2786250592056
4930515G01Rik,0.005599034583517881,29.842138011096626,118.94907758905256
4930519F09Rik,78.13946467826683,58.362118142440295,0.05768054757183186
4930523C07Rik,0.07599369411699682,4.240114240319726,9.777044660220884
4930528A17Rik,0.00979044534729893,0.03826283162108386,0.22357751808134357
4930550C14Rik,0.024793439257612036,25.851950802305673,18.68900130526667
4930558J18Rik,0.018360164855221343,32.08346012496526,77.4710793675762
4930563E22Rik,0.03379734661767531,33.80230824848741,86.12030191055604
4930579G18Rik,133.49994523611193,43.42496167127445,0.05938162216219886
4930579G24Rik,0.3536287352962251,10.669959193355679,16.30530531022439
4930579K19Rik,0.01816907529010412,33.99135484473103,59.194525032187066
4930581F22Rik,0.204710223534337,18.729273494024625,5.889703152690067
4931403G20Rik,80.71226918143563,54.653888793982276,0.04484212488405128
4931406C07Rik,0.41130793917587494,131.35838771234438,179.2606545930851
4931406H21Rik,198.4032236913444,71.34076749404338,0.12860839919576145
4931406P16Rik,0.7273009255446395,37.16785284285487,39.34312309509084
4931414P19Rik,0.0630204538143069,2.275916375401286,5.895933815035968
4931428F04Rik,0.28182118042893195,18.53752771714865,3.4240805757509816
4931440P22Rik,0.01449720539035987,23.573507224374566,58.299296204459466
4932416H05Rik,0.0426981670957995,15.052741687198658,24.074435868992
4932438A13Rik,0.5682251670485947,100.55581628207577,106.16046751223585
4933400F21Rik,54.64497046298797,33.308681440631474,0.028704154446471862
4933404O12Rik,0.3116989856218139,23.804206155702904,28.645957728641573
4933407K13Rik,0.5017829367393908,121.77024050085488,58.818476560478906
4933408B17Rik,34.01062184440719,42.0931903310857,0.020266242079553735
4933411K20Rik,1.0844979409096005,384.1106722891307,158.06790276619498
4933412E12Rik,0.7525224491279457,79.32811576290446,56.87035513308818
4933421O10Rik,0.5648339611613209,17.725886303960742,3.0042426843817
4933426M11Rik,0.37447319570723986,3.0441518130113536,13.240176438021752
4933427D14Rik,0.2941508296810766,4.570958793206879,4.390573342820143
4933427E11Rik,---,---,---
4933431E20Rik,35.1173927577111,29.51971103988383,0.025682391703249985
4933434E20Rik,6.0471372133139285,812.7411549152739,329.51928861922886
4933439C10Rik,1.8981597597506976,17.435458179873493,1.2964864261740616
5031414D18Rik,30.684018272336623,33.599507238865485,0.028184070798276242
5031426D15Rik,0.004812681504784082,25.66053161032751,151.05206045797766
5031439G07Rik,0.33922267244132176,15.05153581357865,39.68028055205764
5033406O09Rik,80.71226918143563,54.653888793982276,0.04484212488405128
5330426P16Rik,0.04709028362506994,0.7656750482121054,3.3310120117660227
5430402O13Rik,10.475073119810979,39.48133764950627,0.021267808364048745
5430405H02Rik,0.2554636175867366,60.06872149300301,152.77649140920136
5430416N02Rik,0.36707678349327294,13.148031957511698,30.66649950107537
5430417L22Rik,576.318495247083,367.1204583814061,1.5190266873053357
5430435G22Rik,0.3731892580239808,25.47128149870894,38.52952947194082
5530601H04Rik,0.17173053357787235,0.8074841239516363,3.9737143593909816
5730405O15Rik,54.64497046298797,33.308681440631474,0.028704154446471862
5730408K05Rik,446.31571317413665,57.48406870897866,0.46083905901365524
5730409E04Rik,0.8032371701687797,10.94812086528202,25.1879293383032
5730455P16Rik,0.30369819586338115,33.47100032806349,70.81059331231681
5730508B09Rik,0.10099722122254509,77.31184717816382,106.6345324482156
5730559C18Rik,0.09887977703632302,20.07051267306084,11.923480637496459
5830415F09Rik,0.12631995097220322,2.187261969937705,1.5677115779028692
5830417I10Rik,561.9913170036274,38.69874691111626,0.4256111316247258
5830418K08Rik,0.22184804560182753,49.032993900356885,152.95298147945908
5830432E09Rik,0.018387747328671447,23.406045872251905,57.46146829420006
6030419C18Rik,0.7182148210333881,120.16316599824096,259.73535357193555
6030458C11Rik,7.456743317624424,971.1940081356992,90.63124332345568
6230400D17Rik,65.63691206254884,41.0198124209375,0.038222467991940526
6330403K07Rik,0.027434938973602642,0.8524534310228338,2.4367294085492177
6330408A02Rik,0.2427383802674566,65.62691038144365,42.38048557682693
6330416G13Rik,0.4538048029181336,25.755855912580447,23.713130818701813
6330549D23Rik,64.5180692772807,20.74026379527852,0.03765939326703048
6430548M08Rik,0.3184960581945269,18.40560468603723,4.236149827156218
6430550D23Rik,0.02606240337875446,44.40107624835879,62.21924524502266
6530402F18Rik,0.11706159086092383,16.8363816958701,22.579564417379004
6720489N17Rik,0.06278995836617446,4.119516863452717,14.433286988379113
8030462N17Rik,0.14319018935026062,2.927927784526398,2.4060566278227298
8430419L09Rik,0.3473626319234627,31.410781032479672,35.51605607484133
8430429K09Rik,640.0101637126652,234.2435189733487,0.8071816184739821
9030617O03Rik,0.6317971006667473,102.5529852418406,185.42627967170515
9030624J02Rik,1.1116277478417276,5.4698569500888885,16.29335109178507
9130008F23Rik,0.08717422347469427,0.7602937109414482,4.533617872858761
9130011E15Rik,0.4641968435125526,110.79496820477249,77.66862718284771
9130023H24Rik,11.379496582471576,34.614554588614666,1.5134263398234566
9130024F11Rik,27.650653042348782,45.78907187948253,0.024145313663711344
9130401M01Rik,0.4160547918930174,337.3807797020182,873.8379766128921
9230110C19Rik,0.48285285758720475,17.97197279555859,3.214516916172726
9230114K14Rik,0.7072518759566164,23.276880749098424,44.6569539289568
9330020H09Rik,9.828356949528342e-05,0.00047704290606504087,0.24045452310393528
9330133O14Rik,404.51724966508783,0.0002722514360370951,0.16129197012772545
9330151L19Rik,0.01328556844428611,7.571568883398106,34.37327503763281
9330159F19Rik,0.16554840224691922,85.02008692093133,56.0638389791165
9330179D12Rik,0.04263677440928727,23.79805095110324,12.467966472157526
9430008C03Rik,0.290942858279537,4.2837587013985345,11.09792947078139
9430015G10Rik,1.2411072414193935,230.1559876296371,147.48730305999223
9430016H08Rik,0.40776805360568835,1.0013606994125444,6.202043480040213
9430020K01Rik,0.3976859578104772,3.4810645067807098,5.455289499122016
9430038I01Rik,0.40212984666609974,21.987621873533662,22.98435678075017
9530053A07Rik,413.05043014369886,150.87418213858692,0.2903438433142386
9530068E07Rik,1.4757774789111953,14.722360002003477,70.63102529681696
9530077C05Rik,133.49994523611193,43.42496167127445,0.05938162216219886
9530082P21Rik,546.4004304237711,98.20204657758092,0.6056625216918804
9530091C08Rik,296.0038226617119,88.33496892625446,0.37943958267439953
9630033F20Rik,0.36429812549449503,3.8482317517068347,9.842853999450194
9830147E19Rik,69.9387414188502,28.574146040507006,0.026807477185886833
9930012K11Rik,0.19242430467500599,4.4758103451460975,11.967755548816067
9930014A18Rik,19.69616965314365,36.15332652286107,0.01271547142516543
9930021J03Rik,0.12564730023074053,26.371376770013267,78.5197223678382
9930104L06Rik,0.6560335586385698,27.020580450107214,18.820094229083683
A130010J15Rik,576.6590668895818,147.63016542668728,0.280999277061305
A230020J21Rik,38.10131553898565,34.688873243063696,0.025586211707707543
A230046K03Rik,0.338533998008558,1.052168646815952,6.683348528440222
A230050P20Rik,0.053512430831853704,0.4012131968223612,1.9322499216206255
A230056P14Rik,309.05360810433075,91.06275301619795,0.11877525459939589
A230057D06Rik,38.10131553898565,34.688873243063696,0.025586211707707543
A230072C01Rik,0.44773071631420436,86.16539224718959,96.69302511581193
A230073K19Rik,60.72930423078053,4.166919550906492,0.014615344267808921
A330021E22Rik,0.39991361256527314,17.02546707149308,7.500455854925903
A330035P11Rik,0.0430331575656372,23.606519753774258,12.364250407762524
A330069E16Rik,0.08803718445564072,7.349821568974125,66.31762196185237
A430005L14Rik,0.4144113917621459,3.396587885140738,15.893219302677279
A430033K04Rik,0.06789571509665927,6.45160617320671,14.690346036250775
A430035B10Rik,0.6476084931407405,18.391812395231256,1.83741545759632
A430105I19Rik,0.17106402236773974,1.8945081001586002,11.879369628622962
A4galt,19.53782014914703,35.91083840083847,0.026036843804243606
A530013C23Rik,0.011446055152277188,0.009030437930777513,0.2731792201986271
A530054K11Rik,0.5693981214541974,112.26234899023721,46.483261844865815
A630001G21Rik,27.877679029382602,30.458360566937404,0.028252551886587797
A630033H20Rik,0.004990941313611798,25.66653246417934,142.07194996158597
A630066F11Rik,82.85445203091632,2.2949758656510033e-06,0.06301918475549827
A630072M18Rik,215.1907038614391,221.48448583916195,0.11934568033669463
A630089N07Rik,0.2174982399142723,44.743453210803935,29.971075243811235
A730020M07Rik,0.043160187728370755,5.922989206240239,27.13885346714212
A730090N16Rik,0.1981514430003772,4.951613303277971,2.4585246806393317
A830010M20Rik,0.021935464348122435,2.361740263680544,9.188330975131949
A830080D01Rik,0.19613711722667773,1.4037032016968178,5.6140386073689115
A930004D18Rik,0.7894917214637339,256.23395390660187,32.40884878786495
A930005H10Rik,0.07885141739250502,1.1154271530159783,3.1469677765078985
A930012L18Rik,98.65837122009683,53.69273119385116,0.05641017811488837
A930013F10Rik,0.08841702115525926,2.9472740154382264,2.495245662611197
AA415398,0.13332456159196246,20.63029443502324,5.5604286612078315
AA465934,262.36661124062863,129.55862096483582,0.445270253987424
AA467197,0.05126131503133206,22.123335781565498,15.487039032580904
AA474331,133.49994523611193,43.42496167127445,0.05938162216219886
AA543186,---,---,---
AA986860,48.127932006700306,35.15694148506254,0.03104016063575646
AA987161,0.1475559558883319,67.86610739643203,39.100645346892655
AB124611,0.007769441624228621,0.21097806057345692,1.5095478716511816
AI314180,0.4488172805951016,3.25385440314677,13.742476771489786
AI413582,0.9146898967993752,3.943075629742445,22.76415348686136
AI414108,0.07213857914697124,32.747366627194445,66.2225421487529
AI450353,517.1153647081198,146.57445228581628,0.3094875806145919
AI462493,0.965134729425175,18.45179955982411,107.95958356931808
AI464131,0.011435707807087555,0.994881121634282,16.71164816913266
AI593442,0.18032026327474865,19.97001491370336,4.5092909822532095
AI597479,0.4434318708938941,11.780175713573279,9.102709059701265
AI607873,0.011550157531440453,6.232664910603823,38.24586106069952
AI837181,1.1827850701485316,211.38871794898284,263.83437844850687
AI846148,0.26573496125932317,138.92247485048844,198.1262384872867
AI854703,66.90401727765357,48.530709548597954,0.04629675933944458
AI987944,1.3661262731803743,203.44573620343164,56.025309892876095
AK010878,0.6888825500913198,81.70867685933344,208.75804940612397
AK129341,0.13490093082037,47.29389075571692,29.626782411223896
AU019823,0.868088271743847,132.8315827625025,62.23426554681362
AU022252,0.7373595291344771,14.790691352223357,39.52546975931468
AU040320,0.6038145545532263,54.6543685650005,163.2444706596238
AU041133,0.4060258829753576,18.00900337158077,3.746380603407536
AV051173,48.127932006700306,35.15694148506254,0.03104016063575646
AW011738,0.06648599913798638,22.27404824588408,9.034744349792417
AW146154,0.2414905823107751,0.6291476264271737,1.5890767976489215
AW209491,0.31840912996935483,1.4093986191209664,4.499982948169833
AW549877,0.9213657988775713,9.925208902720783,24.81135831413573
AW554918,0.2855179022605695,66.54403822748064,41.729534990837465
Aacs,0.5229474465639757,43.94742441162513,149.4419298205687
Aadat,58.297308126149545,41.96815932348789,0.03112938361736007
Aagab,0.46807696762115203,1.0459644835754727,3.9124878690345897
Aak1,0.6194845458740594,99.156183831506,133.61541177011847
Aamp,0.925002644867745,9.621976398944334,124.51547927278034
Aars,0.7785827870828432,9.637280334597452,96.80515002848692
Aars2,0.4684738150436232,102.72840118657783,89.29698575090077
Aarsd1,0.36000799200012246,102.94842506555462,310.3944663579948
Aasdh,0.8782105270890634,106.96896022784097,39.11193078794332
Aasdhppt,0.9777687054172516,70.74597303086686,201.85811305844274
Aatf,0.5741316988091478,2.395052932686343,6.788982233071232
Abat,0.3816026512160983,67.8299810616851,88.23794153135908
Abca1,0.07670369416558893,2.618729473176336,8.340857125431121
Abca2,0.07887104145424012,23.353817968341005,44.97923865327888
